"customer_id";"campaign_id";"age";"gender";"region";"campaign_type";"engagement_score";"purchase_made";"campaign_start_date";"campaign_end_date";"marketing_channel";"campaign_duration";"engagement_level";"campaign_result";"age_group"
"CUST1217";"CAMP117";63;"Female";"West";"Influencer";0.05;0;"2024-11-21";"2025-05-09";"Facebook";0;"";"";""
"CUST1218";"CAMP132";31;"Male";"West";"Email";7.76;0;"2024-10-22";"2025-04-21";"Google Ads";0;"";"";""
"CUST1219";"CAMP115";21;"Male";"West";"Influencer";4.57;0;"2024-06-26";"2025-01-28";"YouTube";0;"";"";""
"CUST1220";"CAMP163";56;"Other";"North";"Influencer";5.75;0;"2025-04-17";"2025-04-18";"Google Ads";0;"";"";""
"CUST1221";"CAMP154";18;"Other";"East";"Social Media";5.71;0;"2024-08-27";"2024-11-24";"Radio";0;"";"";""
"CUST1222";"CAMP185";23;"Other";"East";"Email";9.53;0;"2025-01-28";"2025-02-20";"TV";0;"";"";""
"CUST1223";"CAMP160";20;"Other";"West";"TV";2.54;0;"2025-01-28";"2025-04-24";"Google Ads";0;"";"";""
"CUST1224";"CAMP200";22;"Female";"South";"Email";7.72;1;"2024-05-16";"2025-02-27";"Instagram";0;"";"";""
"CUST1225";"CAMP105";40;"Other";"East";"Social Media";8.3;1;"2025-01-18";"2025-02-23";"Radio";0;"";"";""
"CUST1226";"CAMP161";58;"Male";"South";"Email";7.16;1;"2024-08-18";"2024-10-18";"Facebook";0;"";"";""
"CUST1227";"CAMP137";30;"Male";"South";"Email";3.16;1;"2024-10-28";"2024-12-24";"Email";0;"";"";""
"CUST1228";"CAMP150";52;"Female";"East";"Email";7.53;0;"2024-05-14";"2024-08-16";"Google Ads";0;"";"";""
"CUST1229";"CAMP145";21;"Other";"East";"TV";1.24;1;"2024-10-10";"2024-10-11";"TV";0;"";"";""
"CUST1230";"CAMP151";65;"Female";"West";"TV";9.74;1;"2024-06-22";"2024-07-28";"Radio";0;"";"";""
"CUST1231";"CAMP163";41;"Other";"East";"Email";7.27;0;"2025-04-15";"2025-04-28";"TV";0;"";"";""
"CUST1232";"CAMP177";29;"Other";"East";"TV";1.03;1;"2024-12-31";"2025-01-06";"Radio";0;"";"";""
"CUST1233";"CAMP137";37;"Female";"West";"Social Media";6.9;1;"2024-08-03";"2024-08-21";"TV";0;"";"";""
"CUST1234";"CAMP105";64;"Female";"West";"TV";6.39;0;"2024-12-17";"2025-04-28";"Facebook";0;"";"";""
"CUST1235";"CAMP185";58;"Female";"East";"Influencer";8.01;0;"2024-08-15";"2024-12-13";"Facebook";0;"";"";""
"CUST1236";"CAMP118";56;"Other";"West";"Email";1.26;0;"2024-12-18";"2025-03-11";"YouTube";0;"";"";""
"CUST1237";"CAMP182";41;"Female";"West";"Influencer";0.32;0;"2025-01-08";"2025-05-06";"Radio";0;"";"";""
"CUST1238";"CAMP157";41;"Female";"West";"Email";5.74;1;"2024-06-26";"2024-12-25";"TV";0;"";"";""
"CUST1239";"CAMP140";59;"Female";"South";"Email";0.26;0;"2025-01-31";"2025-03-12";"TV";0;"";"";""
"CUST1240";"CAMP166";42;"Other";"North";"TV";7.75;1;"2025-04-10";"2025-04-19";"Instagram";0;"";"";""
"CUST1241";"CAMP178";36;"Other";"West";"Social Media";1.23;0;"2025-03-24";"2025-04-01";"TV";0;"";"";""
"CUST1242";"CAMP122";63;"Female";"North";"TV";6.68;0;"2024-08-15";"2024-10-13";"Email";0;"";"";""
"CUST1243";"CAMP169";36;"Female";"South";"Social Media";7.94;0;"2024-10-12";"2025-04-08";"Facebook";0;"";"";""
"CUST1244";"CAMP125";26;"Male";"West";"Email";3.61;1;"2024-10-16";"2025-03-25";"TV";0;"";"";""
"CUST1245";"CAMP170";26;"Other";"North";"Email";3.09;1;"2024-06-22";"2024-09-23";"Email";0;"";"";""
"CUST1246";"CAMP152";44;"Other";"North";"Social Media";9.72;0;"2024-10-30";"2025-05-09";"TV";0;"";"";""
"CUST1247";"CAMP159";61;"Other";"East";"Social Media";8.78;0;"2024-10-19";"2025-01-04";"YouTube";0;"";"";""
"CUST1248";"CAMP116";45;"Other";"North";"Email";5.18;1;"2024-09-28";"2025-03-02";"Instagram";0;"";"";""
"CUST1249";"CAMP120";38;"Other";"South";"TV";9.47;1;"2025-03-20";"2025-04-18";"YouTube";0;"";"";""
"CUST1250";"CAMP110";34;"Male";"East";"Social Media";6.25;0;"2024-10-24";"2025-05-05";"Email";0;"";"";""
"CUST1251";"CAMP182";28;"Other";"South";"Social Media";6.59;1;"2025-02-10";"2025-03-23";"YouTube";0;"";"";""
"CUST1252";"CAMP172";20;"Male";"North";"Email";9.49;1;"2024-08-22";"2025-04-14";"Radio";0;"";"";""
"CUST1253";"CAMP126";54;"Female";"North";"Radio";8.89;1;"2024-07-09";"2025-03-17";"Radio";0;"";"";""
"CUST1254";"CAMP138";48;"Male";"West";"TV";4.54;0;"2025-03-27";"2025-04-30";"Instagram";0;"";"";""
"CUST1255";"CAMP156";44;"Female";"West";"Social Media";3.4;0;"2025-03-21";"2025-05-10";"Google Ads";0;"";"";""
"CUST1256";"CAMP191";38;"Other";"East";"Radio";1.31;1;"2024-05-30";"2025-01-24";"Email";0;"";"";""
"CUST1257";"CAMP171";24;"Female";"South";"Radio";1.23;1;"2025-05-07";"2025-05-11";"Instagram";0;"";"";""
"CUST1258";"CAMP118";24;"Male";"East";"Radio";8.64;1;"2024-05-19";"2024-12-21";"Instagram";0;"";"";""
"CUST1259";"CAMP120";38;"Other";"East";"Social Media";7.63;1;"2024-11-19";"2025-01-02";"Email";0;"";"";""
"CUST1260";"CAMP159";49;"Female";"West";"Email";0.9;1;"2024-05-31";"2024-10-04";"Email";0;"";"";""
"CUST1261";"CAMP158";33;"Male";"East";"Email";0.51;1;"2024-09-24";"2024-10-03";"Email";0;"";"";""
"CUST1262";"CAMP183";61;"Female";"East";"Influencer";0.08;0;"2024-11-11";"2024-11-29";"TV";0;"";"";""
"CUST1263";"CAMP117";34;"Other";"East";"Radio";3.66;1;"2024-08-10";"2024-12-27";"Facebook";0;"";"";""
"CUST1264";"CAMP172";53;"Male";"East";"Influencer";2.89;1;"2025-04-17";"2025-05-03";"Email";0;"";"";""
"CUST1265";"CAMP157";53;"Female";"North";"Social Media";9.75;1;"2024-05-25";"2025-03-19";"Google Ads";0;"";"";""
"CUST1266";"CAMP143";53;"Female";"South";"Social Media";6.02;1;"2025-01-26";"2025-04-26";"Email";0;"";"";""
"CUST1267";"CAMP105";20;"Male";"South";"TV";8.04;1;"2025-02-03";"2025-04-14";"Instagram";0;"";"";""
"CUST1268";"CAMP177";50;"Male";"East";"Influencer";3.19;1;"2025-01-28";"2025-03-09";"Email";0;"";"";""
"CUST1269";"CAMP194";37;"Other";"East";"Influencer";8.28;1;"2024-08-07";"2025-02-26";"Radio";0;"";"";""
"CUST1270";"CAMP172";37;"Female";"North";"TV";3.31;0;"2025-01-08";"2025-04-26";"TV";0;"";"";""
"CUST1271";"CAMP174";37;"Other";"North";"Influencer";4.75;0;"2025-04-05";"2025-04-14";"Radio";0;"";"";""
"CUST1272";"CAMP106";55;"Female";"South";"Influencer";6.29;1;"2024-11-19";"2025-04-10";"Instagram";0;"";"";""
"CUST1273";"CAMP187";33;"Male";"North";"Social Media";0.19;1;"2024-08-02";"2025-04-12";"TV";0;"";"";""
"CUST1274";"CAMP119";44;"Other";"South";"Radio";5.02;1;"2024-11-15";"2025-03-24";"YouTube";0;"";"";""
"CUST1275";"CAMP194";64;"Male";"South";"Influencer";2.07;1;"2024-06-08";"2025-03-18";"Radio";0;"";"";""
"CUST1276";"CAMP161";51;"Female";"East";"Social Media";4.6;1;"2025-05-10";"2025-05-11";"Email";0;"";"";""
"CUST1277";"CAMP145";61;"Other";"East";"Influencer";4.84;0;"2024-10-22";"2024-12-27";"Google Ads";0;"";"";""
"CUST1278";"CAMP171";37;"Male";"East";"TV";7.05;1;"2024-07-06";"2024-09-22";"Google Ads";0;"";"";""
"CUST1279";"CAMP161";40;"Other";"East";"TV";1.22;1;"2024-12-26";"2025-01-14";"TV";0;"";"";""
"CUST1280";"CAMP144";27;"Female";"North";"TV";9.55;0;"2024-11-03";"2025-01-06";"Google Ads";0;"";"";""
"CUST1281";"CAMP156";59;"Female";"West";"Social Media";2.02;1;"2025-04-16";"2025-04-27";"Email";0;"";"";""
"CUST1282";"CAMP189";35;"Male";"North";"Influencer";7.41;0;"2024-09-06";"2025-03-29";"Instagram";0;"";"";""
"CUST1283";"CAMP106";60;"Other";"South";"Social Media";0.52;1;"2024-12-08";"2025-01-08";"Google Ads";0;"";"";""
"CUST1284";"CAMP191";48;"Male";"South";"Email";9.65;0;"2024-11-26";"2025-04-18";"TV";0;"";"";""
"CUST1285";"CAMP183";48;"Female";"South";"TV";3.21;0;"2024-09-23";"2024-10-11";"YouTube";0;"";"";""
"CUST1286";"CAMP111";59;"Other";"South";"Influencer";7.39;0;"2024-07-01";"2024-08-20";"Instagram";0;"";"";""
"CUST1287";"CAMP153";29;"Male";"West";"Radio";1.86;1;"2025-05-03";"2025-05-07";"Facebook";0;"";"";""
"CUST1288";"CAMP101";37;"Other";"North";"TV";2.85;1;"2025-03-18";"2025-04-26";"Instagram";0;"";"";""
"CUST1289";"CAMP164";47;"Female";"South";"Email";3.31;1;"2024-07-08";"2025-01-18";"Radio";0;"";"";""
"CUST1290";"CAMP132";63;"Male";"North";"TV";7.91;0;"2024-10-19";"2025-01-21";"Instagram";0;"";"";""
"CUST1291";"CAMP178";58;"Female";"West";"Influencer";3.28;1;"2024-10-27";"2025-02-04";"Radio";0;"";"";""
"CUST1292";"CAMP112";29;"Male";"West";"TV";9.36;0;"2024-07-15";"2024-12-25";"Google Ads";0;"";"";""
"CUST1293";"CAMP149";33;"Female";"East";"TV";3.02;0;"2024-10-19";"2024-11-08";"Google Ads";0;"";"";""
"CUST1294";"CAMP183";41;"Other";"South";"Email";6.68;1;"2024-12-03";"2024-12-21";"Google Ads";0;"";"";""
"CUST1295";"CAMP120";43;"Other";"East";"Email";6.39;1;"2025-03-28";"2025-04-16";"Google Ads";0;"";"";""
"CUST1296";"CAMP178";32;"Male";"South";"Radio";1.53;1;"2024-09-07";"2024-10-08";"TV";0;"";"";""
"CUST1297";"CAMP189";53;"Female";"South";"Social Media";6.8;0;"2024-06-11";"2024-09-07";"Email";0;"";"";""
"CUST1298";"CAMP157";51;"Other";"East";"Email";9.17;0;"2025-04-07";"2025-05-11";"Facebook";0;"";"";""
"CUST1299";"CAMP170";50;"Male";"South";"Social Media";3.28;1;"2024-07-12";"2025-02-13";"Facebook";0;"";"";""
"CUST1300";"CAMP187";31;"Other";"West";"Email";8.99;1;"2025-03-27";"2025-04-02";"YouTube";0;"";"";""
"CUST1301";"CAMP107";47;"Male";"West";"Radio";5.64;1;"2024-05-25";"2025-02-01";"Radio";0;"";"";""
"CUST1302";"CAMP139";64;"Male";"West";"TV";8.16;0;"2024-06-28";"2024-10-03";"Email";0;"";"";""
"CUST1303";"CAMP109";20;"Female";"East";"Email";5.41;0;"2025-02-18";"2025-05-01";"Facebook";0;"";"";""
"CUST1304";"CAMP160";20;"Female";"West";"Social Media";7.69;1;"2024-11-23";"2025-05-01";"Google Ads";0;"";"";""
"CUST1305";"CAMP148";46;"Female";"West";"Email";6.83;0;"2025-02-21";"2025-03-21";"Radio";0;"";"";""
"CUST1306";"CAMP144";25;"Male";"West";"Influencer";1.27;0;"2024-10-27";"2024-12-18";"YouTube";0;"";"";""
"CUST1307";"CAMP100";19;"Female";"West";"Influencer";4.24;1;"2024-11-20";"2024-11-22";"YouTube";0;"";"";""
"CUST1308";"CAMP129";33;"Female";"East";"Social Media";2.76;0;"2025-01-04";"2025-02-10";"Facebook";0;"";"";""
"CUST1309";"CAMP184";44;"Other";"North";"Social Media";2.06;0;"2025-03-21";"2025-04-03";"Email";0;"";"";""
"CUST1310";"CAMP104";46;"Other";"North";"Social Media";7.41;1;"2024-06-27";"2025-04-27";"TV";0;"";"";""
"CUST1311";"CAMP129";52;"Male";"North";"Social Media";5.04;1;"2025-01-20";"2025-03-13";"Instagram";0;"";"";""
"CUST1312";"CAMP193";54;"Female";"East";"Social Media";3.02;0;"2025-01-31";"2025-04-26";"Radio";0;"";"";""
"CUST1313";"CAMP166";32;"Female";"East";"TV";0.61;0;"2024-12-21";"2025-04-10";"Radio";0;"";"";""
"CUST1314";"CAMP186";45;"Other";"West";"Email";9.72;1;"2025-04-24";"2025-05-05";"YouTube";0;"";"";""
"CUST1315";"CAMP167";38;"Other";"West";"Radio";1.49;1;"2024-05-20";"2025-04-01";"Instagram";0;"";"";""
"CUST1316";"CAMP196";52;"Female";"South";"Social Media";3.01;0;"2024-09-18";"2025-02-18";"YouTube";0;"";"";""
"CUST1317";"CAMP159";21;"Other";"West";"Radio";5.57;0;"2024-07-14";"2025-01-21";"TV";0;"";"";""
"CUST1318";"CAMP131";34;"Male";"East";"Email";9.22;1;"2025-01-25";"2025-05-04";"Facebook";0;"";"";""
"CUST1319";"CAMP168";64;"Male";"North";"TV";3.77;0;"2024-06-09";"2024-09-16";"YouTube";0;"";"";""
"CUST1320";"CAMP109";30;"Other";"South";"Radio";2.09;1;"2024-11-18";"2025-01-15";"Google Ads";0;"";"";""
"CUST1321";"CAMP101";31;"Male";"North";"Radio";9.14;0;"2024-07-16";"2025-02-08";"TV";0;"";"";""
"CUST1322";"CAMP130";53;"Female";"East";"Radio";4.66;1;"2025-02-03";"2025-05-09";"Google Ads";0;"";"";""
"CUST1323";"CAMP133";41;"Other";"West";"Radio";0.99;1;"2024-10-18";"2025-03-22";"YouTube";0;"";"";""
"CUST1324";"CAMP140";31;"Female";"East";"Radio";0.46;0;"2024-09-08";"2024-09-17";"Radio";0;"";"";""
"CUST1325";"CAMP118";19;"Female";"West";"TV";1.52;1;"2024-09-15";"2025-01-20";"Instagram";0;"";"";""
"CUST1326";"CAMP148";54;"Male";"West";"Influencer";6.55;1;"2025-01-10";"2025-05-05";"Google Ads";0;"";"";""
"CUST1327";"CAMP197";49;"Other";"West";"Radio";1.68;1;"2024-07-26";"2025-03-14";"Instagram";0;"";"";""
"CUST1328";"CAMP117";64;"Other";"West";"Social Media";9.17;0;"2024-09-09";"2025-04-13";"Email";0;"";"";""
"CUST1329";"CAMP104";22;"Other";"North";"Email";4.12;0;"2025-04-11";"2025-04-16";"Facebook";0;"";"";""
"CUST1330";"CAMP190";27;"Male";"South";"Influencer";4.56;0;"2025-04-24";"2025-05-07";"Email";0;"";"";""
"CUST1331";"CAMP181";60;"Other";"West";"Radio";0.16;1;"2025-01-09";"2025-02-23";"Facebook";0;"";"";""
"CUST1332";"CAMP102";51;"Other";"East";"Influencer";9.77;0;"2025-01-18";"2025-01-22";"Email";0;"";"";""
"CUST1333";"CAMP189";61;"Female";"South";"Email";9.18;0;"2025-02-27";"2025-04-16";"Instagram";0;"";"";""
"CUST1334";"CAMP124";57;"Other";"East";"TV";2.67;1;"2025-03-14";"2025-05-08";"Facebook";0;"";"";""
"CUST1335";"CAMP147";43;"Female";"South";"Social Media";3.0;0;"2024-07-08";"2024-08-10";"Radio";0;"";"";""
"CUST1336";"CAMP183";20;"Male";"West";"Radio";3.77;1;"2025-02-26";"2025-04-08";"Facebook";0;"";"";""
"CUST1337";"CAMP181";18;"Other";"South";"Email";5.0;1;"2025-02-26";"2025-03-22";"Radio";0;"";"";""
"CUST1338";"CAMP200";39;"Other";"North";"Influencer";9.19;0;"2024-06-02";"2024-08-01";"Instagram";0;"";"";""
"CUST1339";"CAMP188";54;"Female";"East";"Email";9.24;1;"2024-12-08";"2025-03-28";"Email";0;"";"";""
"CUST1340";"CAMP172";60;"Male";"South";"TV";0.16;0;"2025-04-10";"2025-04-24";"Email";0;"";"";""
"CUST1341";"CAMP118";63;"Female";"North";"TV";1.62;0;"2025-02-02";"2025-04-30";"Email";0;"";"";""
"CUST1342";"CAMP149";61;"Other";"East";"Radio";7.56;0;"2024-05-12";"2024-10-20";"YouTube";0;"";"";""
"CUST1343";"CAMP188";64;"Male";"East";"Email";0.98;0;"2025-04-02";"2025-04-16";"YouTube";0;"";"";""
"CUST1344";"CAMP109";39;"Other";"West";"TV";0.3;1;"2024-11-20";"2025-02-12";"YouTube";0;"";"";""
"CUST1345";"CAMP157";49;"Male";"East";"Influencer";9.41;1;"2024-11-18";"2024-11-30";"Instagram";0;"";"";""
"CUST1346";"CAMP187";55;"Other";"West";"Email";7.72;1;"2024-06-17";"2024-10-19";"YouTube";0;"";"";""
"CUST1347";"CAMP131";63;"Male";"North";"TV";1.54;0;"2024-12-08";"2025-03-01";"Radio";0;"";"";""
"CUST1348";"CAMP149";38;"Female";"North";"Email";0.05;1;"2024-06-23";"2024-11-05";"TV";0;"";"";""
"CUST1349";"CAMP146";35;"Male";"South";"Email";1.87;1;"2025-03-25";"2025-05-07";"Email";0;"";"";""
"CUST1350";"CAMP171";50;"Female";"North";"Email";0.9;0;"2024-05-25";"2024-08-19";"Email";0;"";"";""
"CUST1351";"CAMP176";38;"Female";"North";"TV";4.14;0;"2025-02-08";"2025-04-04";"Radio";0;"";"";""
"CUST1352";"CAMP171";33;"Other";"South";"Radio";1.7;1;"2024-11-16";"2025-01-22";"Google Ads";0;"";"";""
"CUST1353";"CAMP134";49;"Male";"North";"Social Media";4.35;1;"2024-12-13";"2025-03-25";"Google Ads";0;"";"";""
"CUST1354";"CAMP161";22;"Female";"East";"Social Media";7.21;1;"2024-11-04";"2025-01-12";"Email";0;"";"";""
"CUST1355";"CAMP178";30;"Female";"North";"Social Media";3.05;1;"2025-02-26";"2025-03-20";"Google Ads";0;"";"";""
"CUST1356";"CAMP179";42;"Female";"West";"TV";4.31;0;"2024-06-17";"2024-09-15";"Google Ads";0;"";"";""
"CUST1357";"CAMP141";56;"Other";"South";"Radio";3.14;1;"2024-11-07";"2024-11-12";"Google Ads";0;"";"";""
"CUST1358";"CAMP137";65;"Other";"West";"Influencer";7.82;1;"2024-12-11";"2025-03-22";"TV";0;"";"";""
"CUST1359";"CAMP135";43;"Female";"North";"Influencer";2.0;0;"2025-04-06";"2025-05-11";"Radio";0;"";"";""
"CUST1360";"CAMP198";53;"Male";"West";"Social Media";4.38;1;"2024-05-16";"2025-05-11";"YouTube";0;"";"";""
"CUST1361";"CAMP188";22;"Female";"West";"Social Media";6.33;0;"2024-10-21";"2024-12-07";"Google Ads";0;"";"";""
"CUST1362";"CAMP184";27;"Other";"West";"Radio";0.74;1;"2024-06-05";"2024-09-11";"Email";0;"";"";""
"CUST1363";"CAMP151";52;"Other";"West";"Influencer";0.37;1;"2024-10-21";"2024-12-02";"Radio";0;"";"";""
"CUST1364";"CAMP168";56;"Other";"North";"Email";7.69;1;"2025-04-26";"2025-05-06";"Instagram";0;"";"";""
"CUST1365";"CAMP182";57;"Male";"West";"TV";9.66;1;"2024-10-01";"2024-10-21";"Facebook";0;"";"";""
"CUST1366";"CAMP101";24;"Female";"South";"Influencer";7.47;0;"2024-09-05";"2025-01-30";"TV";0;"";"";""
"CUST1367";"CAMP147";43;"Female";"South";"TV";9.98;1;"2025-01-21";"2025-04-30";"Facebook";0;"";"";""
"CUST1368";"CAMP137";44;"Male";"North";"Social Media";3.48;1;"2025-04-28";"2025-05-09";"TV";0;"";"";""
"CUST1369";"CAMP200";31;"Other";"West";"TV";4.76;1;"2024-07-30";"2025-04-17";"Radio";0;"";"";""
"CUST1370";"CAMP189";46;"Female";"North";"TV";0.45;0;"2025-05-06";"2025-05-07";"Facebook";0;"";"";""
"CUST1371";"CAMP143";59;"Male";"South";"Social Media";5.16;0;"2024-06-02";"2024-08-18";"Google Ads";0;"";"";""
"CUST1372";"CAMP171";45;"Female";"South";"Radio";6.3;0;"2024-10-08";"2025-03-07";"Radio";0;"";"";""
"CUST1373";"CAMP184";45;"Female";"North";"Influencer";8.83;1;"2024-07-02";"2025-03-21";"Email";0;"";"";""
"CUST1374";"CAMP154";42;"Male";"South";"Social Media";2.78;0;"2025-04-11";"2025-04-15";"Email";0;"";"";""
"CUST1375";"CAMP113";52;"Male";"East";"TV";1.97;0;"2024-08-16";"2025-03-12";"Google Ads";0;"";"";""
"CUST1376";"CAMP185";49;"Other";"East";"Influencer";3.89;1;"2024-06-07";"2024-09-01";"Email";0;"";"";""
"CUST1377";"CAMP114";40;"Female";"West";"Influencer";1.73;1;"2024-07-18";"2024-08-20";"Email";0;"";"";""
"CUST1378";"CAMP175";23;"Other";"South";"TV";1.18;1;"2025-02-22";"2025-03-24";"Facebook";0;"";"";""
"CUST1379";"CAMP123";41;"Other";"South";"Influencer";3.88;0;"2025-01-18";"2025-01-22";"Email";0;"";"";""
"CUST1380";"CAMP149";45;"Male";"West";"Influencer";6.93;0;"2025-01-13";"2025-03-06";"Email";0;"";"";""
"CUST1381";"CAMP121";49;"Female";"South";"Social Media";3.15;1;"2024-07-30";"2025-01-01";"Email";0;"";"";""
"CUST1382";"CAMP106";40;"Male";"West";"Social Media";1.95;1;"2025-04-15";"2025-04-26";"Email";0;"";"";""
"CUST1383";"CAMP164";59;"Female";"West";"Radio";4.16;1;"2025-03-12";"2025-05-04";"TV";0;"";"";""
"CUST1384";"CAMP121";23;"Other";"North";"Social Media";2.92;1;"2025-04-26";"2025-05-11";"Instagram";0;"";"";""
"CUST1385";"CAMP168";36;"Male";"West";"Influencer";7.43;1;"2024-10-18";"2025-04-07";"Email";0;"";"";""
"CUST1386";"CAMP165";25;"Other";"North";"TV";7.75;1;"2024-11-23";"2025-03-24";"Email";0;"";"";""
"CUST1387";"CAMP196";20;"Other";"West";"Influencer";2.19;1;"2024-11-20";"2024-12-18";"Facebook";0;"";"";""
"CUST1388";"CAMP194";59;"Male";"East";"Email";4.5;1;"2024-07-06";"2025-04-03";"YouTube";0;"";"";""
"CUST1389";"CAMP111";46;"Male";"South";"Social Media";8.11;1;"2024-11-29";"2025-01-29";"YouTube";0;"";"";""
"CUST1390";"CAMP190";57;"Other";"West";"Social Media";6.16;0;"2025-01-15";"2025-04-15";"YouTube";0;"";"";""
"CUST1391";"CAMP126";21;"Other";"East";"Influencer";2.81;0;"2024-08-19";"2024-11-06";"Google Ads";0;"";"";""
"CUST1392";"CAMP190";36;"Female";"East";"Influencer";9.85;0;"2024-07-23";"2024-08-25";"Instagram";0;"";"";""
"CUST1393";"CAMP196";44;"Male";"East";"Social Media";7.01;0;"2024-10-25";"2025-03-19";"Instagram";0;"";"";""
"CUST1394";"CAMP118";63;"Female";"South";"Radio";4.89;1;"2024-06-12";"2024-12-25";"Radio";0;"";"";""
"CUST1395";"CAMP153";42;"Female";"North";"Email";4.03;1;"2024-08-01";"2025-02-04";"Radio";0;"";"";""
"CUST1396";"CAMP147";47;"Female";"East";"Influencer";0.02;0;"2024-11-17";"2025-04-29";"Radio";0;"";"";""
"CUST1397";"CAMP158";58;"Other";"East";"Email";7.96;1;"2024-11-22";"2024-12-26";"Instagram";0;"";"";""
"CUST1398";"CAMP154";31;"Female";"East";"TV";8.28;1;"2024-12-01";"2024-12-15";"Email";0;"";"";""
"CUST1399";"CAMP173";26;"Other";"West";"TV";8.94;0;"2025-05-05";"2025-05-08";"Facebook";0;"";"";""
"CUST1400";"CAMP112";58;"Female";"North";"Email";9.29;0;"2024-08-01";"2024-11-05";"TV";0;"";"";""
"CUST1401";"CAMP158";18;"Female";"South";"Social Media";8.82;1;"2024-08-13";"2024-11-17";"Instagram";0;"";"";""
"CUST1402";"CAMP135";23;"Other";"East";"TV";0.82;0;"2024-08-07";"2024-09-27";"Facebook";0;"";"";""
"CUST1403";"CAMP150";58;"Female";"South";"Radio";6.55;0;"2025-03-19";"2025-04-13";"Facebook";0;"";"";""
"CUST1404";"CAMP127";48;"Male";"South";"Influencer";2.26;1;"2025-03-05";"2025-03-12";"Facebook";0;"";"";""
"CUST1405";"CAMP101";62;"Female";"North";"Radio";6.94;1;"2024-09-15";"2024-11-17";"Facebook";0;"";"";""
"CUST1406";"CAMP129";42;"Male";"North";"Email";3.13;1;"2025-03-24";"2025-04-11";"Instagram";0;"";"";""
"CUST1407";"CAMP148";26;"Other";"South";"Email";5.31;0;"2025-03-07";"2025-03-20";"Email";0;"";"";""
"CUST1408";"CAMP183";28;"Female";"East";"Social Media";6.28;0;"2024-06-25";"2024-07-28";"TV";0;"";"";""
"CUST1409";"CAMP178";61;"Female";"South";"Email";8.97;0;"2025-02-15";"2025-02-26";"YouTube";0;"";"";""
"CUST1410";"CAMP115";55;"Other";"West";"TV";9.63;1;"2025-03-22";"2025-05-07";"YouTube";0;"";"";""
"CUST1411";"CAMP117";33;"Female";"North";"Social Media";5.53;1;"2024-10-23";"2025-04-25";"YouTube";0;"";"";""
"CUST1412";"CAMP188";19;"Other";"East";"Social Media";5.18;0;"2025-02-04";"2025-04-02";"Radio";0;"";"";""
"CUST1413";"CAMP150";36;"Other";"North";"Social Media";4.95;0;"2024-09-03";"2024-11-17";"Instagram";0;"";"";""
"CUST1414";"CAMP163";58;"Other";"North";"Influencer";8.89;0;"2024-08-15";"2024-11-29";"Google Ads";0;"";"";""
"CUST1415";"CAMP140";26;"Female";"West";"TV";5.46;0;"2024-05-14";"2025-04-28";"YouTube";0;"";"";""
"CUST1416";"CAMP160";22;"Male";"North";"Email";2.62;0;"2024-06-03";"2024-10-06";"Facebook";0;"";"";""
"CUST1417";"CAMP150";50;"Female";"West";"Radio";7.02;0;"2025-05-09";"2025-05-10";"Radio";0;"";"";""
"CUST1418";"CAMP168";52;"Other";"South";"TV";0.84;0;"2025-02-24";"2025-04-20";"Email";0;"";"";""
"CUST1419";"CAMP126";27;"Other";"East";"Radio";5.86;0;"2024-08-02";"2025-03-23";"Google Ads";0;"";"";""
"CUST1420";"CAMP189";45;"Other";"South";"Email";2.44;1;"2025-01-22";"2025-05-03";"Facebook";0;"";"";""
"CUST1421";"CAMP158";57;"Other";"North";"TV";6.66;0;"2025-03-15";"2025-04-19";"Facebook";0;"";"";""
"CUST1422";"CAMP101";63;"Male";"North";"Social Media";4.96;1;"2024-12-30";"2025-02-06";"Email";0;"";"";""
"CUST1423";"CAMP166";64;"Female";"South";"TV";1.27;1;"2024-12-23";"2025-02-24";"Radio";0;"";"";""
"CUST1424";"CAMP115";19;"Female";"West";"TV";5.24;1;"2024-05-24";"2025-04-19";"Radio";0;"";"";""
"CUST1425";"CAMP173";58;"Male";"West";"Radio";5.11;0;"2025-03-18";"2025-04-02";"TV";0;"";"";""
"CUST1426";"CAMP172";28;"Female";"South";"TV";7.73;0;"2024-10-01";"2025-03-18";"Instagram";0;"";"";""
"CUST1427";"CAMP194";50;"Male";"North";"Email";2.45;1;"2025-01-04";"2025-05-04";"Google Ads";0;"";"";""
"CUST1428";"CAMP149";27;"Male";"North";"Influencer";8.03;1;"2025-03-05";"2025-04-23";"Instagram";0;"";"";""
"CUST1429";"CAMP141";33;"Female";"East";"TV";8.26;1;"2024-11-13";"2025-02-03";"Facebook";0;"";"";""
"CUST1430";"CAMP164";61;"Male";"South";"Social Media";8.04;0;"2024-09-06";"2024-12-22";"TV";0;"";"";""
"CUST1431";"CAMP108";47;"Female";"East";"TV";0.86;1;"2024-07-06";"2024-11-07";"Facebook";0;"";"";""
"CUST1432";"CAMP147";30;"Female";"East";"Influencer";2.43;1;"2025-04-04";"2025-04-28";"Email";0;"";"";""
"CUST1433";"CAMP163";30;"Other";"South";"Social Media";0.06;1;"2024-06-19";"2024-08-06";"Facebook";0;"";"";""
"CUST1434";"CAMP129";52;"Female";"North";"TV";0.01;1;"2024-09-20";"2024-11-27";"YouTube";0;"";"";""
"CUST1435";"CAMP194";64;"Female";"North";"Social Media";5.3;0;"2024-11-30";"2025-01-29";"TV";0;"";"";""
